Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC414396;75004;2024-10-21;2024-12-15;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;9.81;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;883169;270592;"{""coordinates"": [[[2.350098059175222, 48.860025376495166], [2.3503820126415373, 48.85994540848598], [2.350379987779568, 48.859941754232885], [2.3500884144130683, 48.860023958005634], [2.350098059175222, 48.860025376495166]]], ""type"": ""Polygon""}";48.859983975359526, 2.3502376138210073
EC403136;75003;2024-10-21;2024-11-22;Opérateurs de réseau (gaz-électricité-RATP-etc);GROUPE JCDECAUX;12.01;Travaux sur mobiliers urbains;EMPRISE_TROTTOIR;;873968;263101;"{""coordinates"": [[[2.360669211651785, 48.86005349507462], [2.3606958198672183, 48.86007476559694], [2.3607369584304765, 48.86005167067457], [2.360711817579079, 48.86003089364748], [2.360669211651785, 48.86005349507462]]], ""type"": ""Polygon""}";48.86005275483995, 2.360703296887209
EC414406;75017;2024-09-30;2024-11-30;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;55.74;Aménagement de voirie (VdP*);EMPRISE_TROTTOIR;;883180;270600;"{""coordinates"": [[[2.3133608034166473, 48.88207813202359], [2.3133255110584807, 48.88208430408879], [2.3132293257070784, 48.88210060050211], [2.3131871285357364, 48.8821067338174], [2.313138033959943, 48.88211237158451], [2.3131528016279304, 48.8821443314077], [2.3133749413223823, 48.88210553397966], [2.3133608034166473, 48.88207813202359]]], ""type"": ""Polygon""}";48.882111098242945, 2.313254621098759
EC403266;75006;2024-09-16;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;34.51;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;874064;263182;"{""coordinates"": [[[2.3336956208636983, 48.854895851664715], [2.3337149716492567, 48.85489368225151], [2.333646700233384, 48.85467426971153], [2.3336287358486114, 48.854675991761226], [2.3336956208636983, 48.854895851664715]]], ""type"": ""Polygon""}";48.85478639766628, 2.3336719507815804
EC414441;75015;2024-10-21;2024-11-09;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;30.59;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;;883001;270461;"{""coordinates"": [[[2.302281601451425, 48.83689764875124], [2.302114108061033, 48.83693894570894], [2.302124875960121, 48.836959044740446], [2.3022674151723974, 48.83692671014721], [2.302281601451425, 48.83689764875124]]], ""type"": ""Polygon""}";48.83692987515254, 2.302198645157359
EC403368;75013;2024-09-16;2025-02-28;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;16.87;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;;874159;263263;"{""coordinates"": [[[2.344196943871329, 48.82605720378439], [2.344194167625963, 48.82607227290285], [2.344202971370029, 48.826091959966355], [2.344223097915093, 48.82610260113358], [2.3442433949288115, 48.82609958170326], [2.3442505200332, 48.826081405701025], [2.3442391512395386, 48.82605999665953], [2.3442220107601885, 48.82605193419278], [2.344196943871329, 48.82605720378439]]], ""type"": ""Polygon""}";48.82607713781063, 2.3442220653588377
EC414522;75005;2024-10-28;2024-10-29;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;17.24;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;883262;270661;"{""coordinates"": [[[2.3496351326125806, 48.83832967378194], [2.349603984394187, 48.838260651647076], [2.3495741082259496, 48.83826668223379], [2.3496085805925655, 48.83833462882122], [2.3496351326125806, 48.83832967378194]]], ""type"": ""Polygon""}";48.83829719613402, 2.3496051245774785
EC403567;75013;2024-07-15;2024-10-31;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;22.98;Aménagement de voirie (VdP*);EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;874364;263418;"{""coordinates"": [[[2.3687375934017014, 48.82280102261015], [2.368780706257809, 48.82271472833847], [2.368748382642228, 48.82270727095843], [2.3687130046953886, 48.822781311571646], [2.3687375934017014, 48.82280102261015]]], ""type"": ""Polygon""}";48.822750935488344, 2.368745465827855
EC414662;75007;2024-09-16;2024-11-15;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;1.99;Travaux sur réseau électrique;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;883366;270755;"{""coordinates"": [[[2.302942836183642, 48.8541844558535], [2.302956459303034, 48.85418487697065], [2.3029577342483334, 48.85416689723961], [2.302943933490476, 48.85416681684379], [2.302942836183642, 48.8541844558535]]], ""type"": ""Polygon""}";48.85417574537978, 2.302950263964455
EC403847;75019;2024-09-16;2024-12-16;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;23.72;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;874308;263374;"{""coordinates"": [[[2.3749351899334945, 48.88940893829494], [2.375062289593262, 48.889507553192885], [2.375077750563365, 48.889497920304], [2.374954941698705, 48.88939973251464], [2.3749351899334945, 48.88940893829494]]], ""type"": ""Polygon""}";48.889452509434136, 2.3750061986765085
EC414720;75014;2024-09-16;2024-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;17.14;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;880456;268322;"{""coordinates"": [[[2.3407117613049886, 48.82249701042467], [2.3407445834515377, 48.82241021326589], [2.340723251067918, 48.822406453168114], [2.3406876723201693, 48.82249323422343], [2.3407117613049886, 48.82249701042467]]], ""type"": ""Polygon""}";48.822452552158836, 2.3407164825520255
EC403900;75019;2024-08-19;2025-01-31;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;1053.06;Aménagement de voirie (VdP*);EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;GIG_GIC,STATIONNEMENT_PAYANT;874662;263676;"{""coordinates"": [[[2.397637960581136, 48.87548541587512], [2.3958742702375733, 48.87535585932839], [2.39584900942961, 48.87533159736879], [2.395746208125475, 48.87532652517826], [2.3957287027437006, 48.87534783821781], [2.395757739367555, 48.87538873981595], [2.395805061279126, 48.87541561688399], [2.3973453902722497, 48.87553357743828], [2.3975619910466364, 48.87554787348012], [2.3976152187359108, 48.87554176597824], [2.397642972670559, 48.87552961087297], [2.3976488101495876, 48.875502319448756], [2.397637960581136, 48.87548541587512]]], ""type"": ""Polygon""}";48.87544806269276, 2.396687399655318
EC414756;75003;2024-09-20;2024-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;6.36;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;883442;270812;"{""coordinates"": [[[2.3585898683462836, 48.86365675925107], [2.3585849031581523, 48.86365903226519], [2.358643445107248, 48.863717030880764], [2.358647824932696, 48.8637151378483], [2.3586360648017197, 48.86370300112192], [2.358643461475513, 48.86369211731862], [2.3586308492541317, 48.86367844264218], [2.3586096696221253, 48.863676412633076], [2.3585898683462836, 48.86365675925107]]], ""type"": ""Polygon""}";48.86368695218552, 2.3586222739836953
EC404003;75013;2024-09-16;2024-11-29;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;99.62;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;874740;263734;"{""coordinates"": [[[2.3657662371995687, 48.843600752618975], [2.3658111166628517, 48.843616777016614], [2.366052451115845, 48.843438943110655], [2.3660159388844244, 48.8434156774235], [2.3657662371995687, 48.843600752618975]]], ""type"": ""Polygon""}";48.84351765442868, 2.365911743513376
EC414804;75020;2024-09-09;2024-11-15;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;14.33;Végétalisation de l'espace public (VdP*);EMPRISE_TROTTOIR;;883475;270841;"{""coordinates"": [[[2.4016810944824516, 48.85423891476874], [2.4016454915823617, 48.854274710683], [2.401679835000173, 48.85428854352083], [2.4017168236223494, 48.85425229855577], [2.4016810944824516, 48.85423891476874]]], ""type"": ""Polygon""}";48.854263581756946, 2.4016809265904127
EC404290;75020;2024-09-02;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;11.29;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;744786;203112;"{""coordinates"": [[[2.3919232385585167, 48.873898062146345], [2.391820207872033, 48.8738538248163], [2.3918111269622933, 48.8738628853301], [2.3919127726786793, 48.873907571594096], [2.3919232385585167, 48.873898062146345]]], ""type"": ""Polygon""}";48.873880868930655, 2.3918675036860084
EC414890;75016;2024-09-10;2024-12-10;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;26.82;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;883510;270870;"{""coordinates"": [[[2.279002802826175, 48.867103766029516], [2.279459661873996, 48.86730008344516], [2.2794638233330504, 48.86729440032561], [2.2790060229506257, 48.86709823553961], [2.279002802826175, 48.867103766029516]]], ""type"": ""Polygon""}";48.867200386445504, 2.2792360280225097
EC404402;75005;2024-07-15;2024-11-12;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;24.02;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;854704;263957;"{""coordinates"": [[[2.347091294953584, 48.84393198068887], [2.3471075495964677, 48.844066404378495], [2.347128257539965, 48.84406560723667], [2.3471140782046263, 48.84393073889955], [2.347091294953584, 48.84393198068887]]], ""type"": ""Polygon""}";48.84399759159687, 2.347110176426344
EC414986;75007;2024-10-07;2024-11-15;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;15.47;Travaux sur réseau électrique;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;883574;270926;"{""coordinates"": [[[2.2986167908602586, 48.856875733299454], [2.298710402179579, 48.856938610930044], [2.298727767927938, 48.856930174215314], [2.298631160891487, 48.85686557206128], [2.2986167908602586, 48.856875733299454]]], ""type"": ""Polygon""}";48.856902575502346, 2.2986716815598327
EC404420;75014;2024-09-30;2024-11-22;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;4.61;Travaux sur réseau de chauffage urbain;EMPRISE_TROTTOIR;;875038;263979;"{""coordinates"": [[[2.3351162623279333, 48.837386279159844], [2.335128284010759, 48.837381184507215], [2.3350965193558157, 48.83734761439661], [2.3350844976891008, 48.83735270814688], [2.3351162623279333, 48.837386279159844]]], ""type"": ""Polygon""}";48.83736694670522, 2.335106390963554
EC415081;75015;2024-09-09;2024-11-11;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;3.21;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;883605;270951;"{""coordinates"": [[[2.3016356153108903, 48.8291401944201], [2.301649428414736, 48.829138756929005], [2.301643182494799, 48.82911873447442], [2.3016366586994157, 48.82911945545486], [2.301630796902613, 48.829099435242306], [2.3016254193476535, 48.82910041564081], [2.3016356153108903, 48.8291401944201]]], ""type"": ""Polygon""}";48.82912366043702, 2.3016370411243647
EC415132;75017;2024-10-01;2025-01-17;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.38;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;883646;270995;"{""coordinates"": [[[2.2908574906269163, 48.88430992588162], [2.2908854702986083, 48.88430872551119], [2.2908819447534006, 48.884263396151454], [2.2908539651059816, 48.88426459652108], [2.2908574906269163, 48.88430992588162]]], ""type"": ""Polygon""}";48.88428666101961, 2.2908697176964936
EC415178;75012;2024-10-03;2024-10-31;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;5.42;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;883689;271027;"{""coordinates"": [[[2.3987570213544833, 48.842454112550364], [2.3987723754176997, 48.84245522487937], [2.3987740544931206, 48.84244550405885], [2.39870574889133, 48.842440607298144], [2.398704384207016, 48.84245012194628], [2.3987570213544833, 48.842454112550364]]], ""type"": ""Polygon""}";48.8424478819075, 2.3987392859723085
EC415233;75015;2024-10-07;2025-02-07;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;15.07;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;883721;271066;"{""coordinates"": [[[2.306877375746395, 48.83261846606502], [2.306946711187057, 48.83269537137776], [2.306956584454923, 48.832679034784285], [2.3068947456904687, 48.832609003672026], [2.306877375746395, 48.83261846606502]]], ""type"": ""Polygon""}";48.83265024855704, 2.3069184415972503
EC415246;75014;2024-09-30;2024-12-13;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;43.08;Aménagement de voirie (VdP*);EMPRISE_TROTTOIR;;883753;271077;"{""coordinates"": [[[2.325287897403146, 48.83110713282084], [2.3254234796088773, 48.83113021109154], [2.325439078419972, 48.83109751148343], [2.325331683784983, 48.8310814229873], [2.3253395185728967, 48.83106234108917], [2.3253099439503675, 48.83105579949091], [2.325287897403146, 48.83110713282084]]], ""type"": ""Polygon""}";48.831098845269075, 2.3253584205856304
EC415254;75008;2024-10-01;2024-11-01;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;5.86;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;883741;271069;"{""coordinates"": [[[2.3135572147316785, 48.8711800910399], [2.313566383650491, 48.87119152840559], [2.3136149191043827, 48.87117518597721], [2.313605756174025, 48.871163293581894], [2.3135572147316785, 48.8711800910399]]], ""type"": ""Polygon""}";48.87117747672998, 2.3135861877570063
EC415274;75015;2024-06-03;2025-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;12.91;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;883757;271085;"{""coordinates"": [[[2.2931899194055267, 48.84898951043622], [2.2933681655663576, 48.848921801615944], [2.293361359188366, 48.848914930753104], [2.293183790177649, 48.84898355461881], [2.2931899194055267, 48.84898951043622]]], ""type"": ""Polygon""}";48.848951698470536, 2.2932777663971033
EC415319;75008;2024-10-07;2025-01-10;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;56.87;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;883799;271115;"{""coordinates"": [[[2.3195447455103744, 48.8763884364868], [2.3195690157316715, 48.876306245421844], [2.319487983939572, 48.87629449181522], [2.3194642419591687, 48.87637850702821], [2.3195447455103744, 48.8763884364868]]], ""type"": ""Polygon""}";48.87634181474159, 2.319516385248137
EC415363;75017;2024-09-16;2024-12-16;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;13.48;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;878803;266976;"{""coordinates"": [[[2.3185273161475246, 48.89258493227384], [2.3185067375974953, 48.89259537953347], [2.3185424912128028, 48.89264949664031], [2.318569097729689, 48.89264272684308], [2.3185273161475246, 48.89258493227384]]], ""type"": ""Polygon""}";48.89261862272007, 2.3185369558832583
EC415396;75004;2024-10-14;2024-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;18.35;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;ZONE_LIVRAISON;883850;271151;"{""coordinates"": [[[2.35404482583253, 48.857094661612415], [2.354021293758116, 48.857100226571085], [2.3540668220256817, 48.85718517047541], [2.354090351313066, 48.85717983302865], [2.35404482583253, 48.857094661612415]]], ""type"": ""Polygon""}";48.857139938461465, 2.354055810017596
EC415411;75001;2024-10-07;2025-03-21;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;36.46;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;883855;271158;"{""coordinates"": [[[2.3440078038160403, 48.860119421643404], [2.344117147388958, 48.86025981848787], [2.344142790864191, 48.860251307293225], [2.3440334344186504, 48.86011182054216], [2.3440078038160403, 48.860119421643404]]], ""type"": ""Polygon""}";48.86018585989711, 2.344075489630119
EC415534;75009;2024-09-16;2025-05-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;60.82;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;;883841;271222;"{""coordinates"": [[[2.332239826926178, 48.87261233202246], [2.332405520657624, 48.872514898121516], [2.332338788818262, 48.872503192439545], [2.332215158541803, 48.87257414602423], [2.332239826926178, 48.87261233202246]]], ""type"": ""Polygon""}";48.872552044224534, 2.3323005101627587
EC404647;75015;2024-09-16;2024-11-30;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;34.76;Travaux sur réseau électrique;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;875240;264125;"{""coordinates"": [[[2.288013519845056, 48.849393016332606], [2.288004559169949, 48.8494024342032], [2.2880698389537075, 48.84947276794091], [2.288116282522232, 48.8494672155166], [2.2880445594052294, 48.849383728947025], [2.288013519845056, 48.849393016332606]]], ""type"": ""Polygon""}";48.84942982876502, 2.2880578824529616
EC404760;75012;2024-09-09;2024-10-31;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;33.79;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;875313;264192;"{""coordinates"": [[[2.3903608593910817, 48.83261751549292], [2.390389993242799, 48.832633032372236], [2.390493475195966, 48.83255785374199], [2.3904592023040485, 48.83253946419986], [2.3903608593910817, 48.83261751549292]]], ""type"": ""Polygon""}";48.8325859107886, 2.390427268690688
